ligand_comp_id,ccd_source_relative_path,ccd_source_sha256,parent_ccd_atom_id_1,parent_ccd_atom_id_2,source_value_order,source_aromatic_flag,normalized_bond_order,component_parent_graph_sha256,authority_class,verified
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C25,C26,DOUB,Y,aromatic,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C26,C27,SING,Y,aromatic,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C26,C29,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C27,C28,DOUB,Y,aromatic,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C29,O30,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C3,C4,DOUB,Y,aromatic,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C31,N42,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C31,O30,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C31,O32,DOUB,N,double,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C33,C34,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C33,C38,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C33,N42,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C34,C35,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C35,C36,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C35,C37,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C38,N40,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C38,O39,DOUB,N,double,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C4,C5,SING,Y,aromatic,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C4,C7,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C5,C6,DOUB,Y,aromatic,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C7,O8,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C9,N20,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C9,O10,DOUB,N,double,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,C9,O8,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,N18,N19,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
INA,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/INA.cif,de2d3aa26f75cf05dcfa39f371b059a37e113420bbba91a6d09b6cee195f1fa6,N40,N41,SING,N,single,9301ce1298133a5f1c3b22bee503288fd3f3b2492a048049d4e5419ef4a23788,sha_attested_local_ccd_derived_authority,true
IN6,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/IN6.cif,5d7d414e982bd5050b67d15eca12fcbd4b13dedfbbe9d9a1e04a84de16b3d252,C1,C2,DOUB,Y,aromatic,5051c93e26f89216eeceffcc7d7fbf600cf26343910a46daca9f5a9453aab8d6,sha_attested_local_ccd_derived_authority,true
IN6,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/IN6.cif,5d7d414e982bd5050b67d15eca12fcbd4b13dedfbbe9d9a1e04a84de16b3d252,C1,C6,SING,Y,aromatic,5051c93e26f89216eeceffcc7d7fbf600cf26343910a46daca9f5a9453aab8d6,sha_attested_local_ccd_derived_authority,true
IN6,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/IN6.cif,5d7d414e982bd5050b67d15eca12fcbd4b13dedfbbe9d9a1e04a84de16b3d252,C1',C2',DOUB,Y,aromatic,5051c93e26f89216eeceffcc7d7fbf600cf26343910a46daca9f5a9453aab8d6,sha_attested_local_ccd_derived_authority,true
IN6,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/IN6.cif,5d7d414e982bd5050b67d15eca12fcbd4b13dedfbbe9d9a1e04a84de16b3d252,C1',C6',SING,Y,aromatic,5051c93e26f89216eeceffcc7d7fbf600cf26343910a46daca9f5a9453aab8d6,sha_attested_local_ccd_derived_authority,true
IN6,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/IN6.cif,5d7d414e982bd5050b67d15eca12fcbd4b13dedfbbe9d9a1e04a84de16b3d252,C11,C12,SING,N,single,5051c93e26f89216eeceffcc7d7fbf600cf26343910a46daca9f5a9453aab8d6,sha_attested_local_ccd_derived_authority,true
IN6,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/IN6.cif,5d7d414e982bd5050b67d15eca12fcbd4b13dedfbbe9d9a1e04a84de16b3d252,C11,C17,SING,N,single,5051c93e26f89216eeceffcc7d7fbf600cf26343910a46daca9f5a9453aab8d6,sha_attested_local_ccd_derived_authority,true
IN6,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/IN6.cif,5d7d414e982bd5050b67d15eca12fcbd4b13dedfbbe9d9a1e04a84de16b3d252,C11,N24,SING,N,single,5051c93e26f89216eeceffcc7d7fbf600cf26343910a46daca9f5a9453aab8d6,sha_attested_local_ccd_derived_authority,true
IN6,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/IN6.cif,5d7d414e982bd5050b67d15eca12fcbd4b13dedfbbe9d9a1e04a84de16b3d252,C12,C14,SING,N,single,5051c93e26f89216eeceffcc7d7fbf600cf26343910a46daca9f5a9453aab8d6,sha_attested_local_ccd_derived_authority,true
IN6,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/IN6.cif,5d7d414e982bd5050b67d15eca12fcbd4b13dedfbbe9d9a1e04a84de16b3d252,C14,C15,SING,N,single,5051c93e26f89216eeceffcc7d7fbf600cf26343910a46daca9f5a9453aab8d6,sha_attested_local_ccd_derived_authority,true
IN6,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/IN6.cif,5d7d414e982bd5050b67d15eca12fcbd4b13dedfbbe9d9a1e04a84de16b3d252,C14,C16,SING,N,single,5051c93e26f89216eeceffcc7d7fbf600cf26343910a46daca9f5a9453aab8d6,sha_attested_local_ccd_derived_authority,true
IN6,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/IN6.cif,5d7d414e982bd5050b67d15eca12fcbd4b13dedfbbe9d9a1e04a84de16b3d252,C17,N19,DOUB,Y,aromatic,5051c93e26f89216eeceffcc7d7fbf600cf26343910a46daca9f5a9453aab8d6,sha_attested_local_ccd_derived_authority,true
IN6,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/IN6.cif,5d7d414e982bd5050b67d15eca12fcbd4b13dedfbbe9d9a1e04a84de16b3d252,C17,S18,SING,Y,aromatic,5051c93e26f89216eeceffcc7d7fbf600cf26343910a46daca9f5a9453aab8d6,sha_attested_local_ccd_derived_authority,true
IN6,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/IN6.cif,5d7d414e982bd5050b67d15eca12fcbd4b13dedfbbe9d9a1e04a84de16b3d252,C2,C3,SING,Y,aromatic,5051c93e26f89216eeceffcc7d7fbf600cf26343910a46daca9f5a9453aab8d6,sha_attested_local_ccd_derived_authority,true
IN6,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/IN6.cif,5d7d414e982bd5050b67d15eca12fcbd4b13dedfbbe9d9a1e04a84de16b3d252,C2',C3',SING,Y,aromatic,5051c93e26f89216eeceffcc7d7fbf600cf26343910a46daca9f5a9453aab8d6,sha_attested_local_ccd_derived_authority,true
IN6,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/IN6.cif,5d7d414e982bd5050b67d15eca12fcbd4b13dedfbbe9d9a1e04a84de16b3d252,C20,C21,SING,N,single,5051c93e26f89216eeceffcc7d7fbf600cf26343910a46daca9f5a9453aab8d6,sha_attested_local_ccd_derived_authority,true
IN6,data/raw/covalent_sources/ccd/independence_evidence_batch_000001/IN6.cif,5d7d414e982bd5050b67d15eca12fcbd4b13dedfbbe9d9a1e04a84de16b3d252,C20,C42,DOUB,Y,aromatic,5051c93e26f89216eeceffcc7d7fbf600cf26343910a46daca9f5a9453aab8d6,sha_attested_local_ccd_derived_authority,true
